gameid,leagid,leagyear,weeknum,gamedate,awayid,atmloc,aconfid,aconf,adivid,adivname,homeid,htmloc,hconfid,hconf,hdivid,hdivname,ascore,hscore,spread,ou,totalou,favid,dogid,winteamid,loseteamid,isconf,isdiv,ot,so,lineoutcomeid,lineoutcome,totaloutcomeid,totaloutcome,siteloc,gametypeid
12024124,1,2024,9,2024-10-31 00:00:00,22,Houston,7,American,8,South,13,New York-A,7,American,5,East,13,21,1.5,42.5,34.0,13,22,13,22,1,0,0,0,3,favorite win and cover,5,under,1,1
12024125,1,2024,9,2024-11-03 00:00:00,12,Dallas,6,National,5,East,5,Atlanta,6,National,8,South,21,27,3.0,52.0,48.0,5,12,5,12,1,0,0,0,3,favorite win and cover,5,under,1,1
12024126,1,2024,9,2024-11-03 00:00:00,10,Miami,7,American,5,East,9,Buffalo,7,American,5,East,27,30,6.0,49.5,57.0,9,10,9,10,1,1,0,0,4,dog cover | favorite win,6,over,1,1
12024127,1,2024,9,2024-11-03 00:00:00,16,Las Vegas,7,American,14,West,19,Cincinnati,7,American,4,North,24,41,7.5,45.5,65.0,19,16,19,16,1,0,0,0,3,favorite win and cover,6,over,1,1
12024128,1,2024,9,2024-11-03 00:00:00,17,Los Angeles-A,7,American,14,West,20,Cleveland,7,American,4,North,27,10,1.0,42.5,37.0,17,20,17,20,1,0,0,0,3,favorite win and cover,5,under,1,1
12024129,1,2024,9,2024-11-03 00:00:00,11,New England,7,American,5,East,26,Tennessee,7,American,8,South,17,20,3.0,38.5,37.0,26,11,26,11,1,0,1,0,0,push,5,under,1,1
12024130,1,2024,9,2024-11-03 00:00:00,24,Indianapolis,7,American,8,South,4,Minnesota,6,National,4,North,13,21,5.5,46.5,34.0,4,24,4,24,0,0,0,0,3,favorite win and cover,5,under,1,1
12024131,1,2024,9,2024-11-03 00:00:00,34,Washington,6,National,5,East,23,New York-N,6,National,5,East,27,22,4.0,44.5,49.0,34,23,34,23,1,1,0,0,3,favorite win and cover,6,over,1,1
12024132,1,2024,9,2024-11-03 00:00:00,7,New Orleans,6,National,8,South,6,Carolina,6,National,8,South,22,23,7.0,43.5,45.0,7,6,6,7,1,1,0,0,2,dog win and cover,6,over,1,1
12024133,1,2024,9,2024-11-03 00:00:00,14,Denver,7,American,14,West,18,Baltimore,7,American,4,North,10,41,9.5,46.5,51.0,18,14,18,14,1,0,0,0,3,favorite win and cover,6,over,1,1
12024134,1,2024,9,2024-11-03 00:00:00,77,Chicago,6,National,4,North,45,Arizona,6,National,14,West,9,29,2.0,44.5,38.0,45,77,45,77,1,0,0,0,3,favorite win and cover,5,under,1,1
12024135,1,2024,9,2024-11-03 00:00:00,2,Detroit,6,National,4,North,3,Green Bay,6,National,4,North,24,14,2.5,48.0,38.0,2,3,2,3,1,1,0,0,3,favorite win and cover,5,under,1,1
12024136,1,2024,9,2024-11-03 00:00:00,76,Los Angeles-N,6,National,14,West,67,Seattle,6,National,14,West,26,20,1.5,48.0,46.0,76,67,76,67,1,1,1,0,3,favorite win and cover,5,under,1,1
12024137,1,2024,9,2024-11-03 00:00:00,25,Jacksonville,7,American,8,South,1,Philadelphia,6,National,5,East,23,28,7.5,46.0,51.0,1,25,1,25,0,0,0,0,4,dog cover | favorite win,6,over,1,1
12024138,1,2024,9,2024-11-04 00:00:00,8,Tampa Bay,6,National,8,South,15,Kansas City,7,American,14,West,24,30,9.0,45.5,54.0,15,8,15,8,0,0,1,0,4,dog cover | favorite win,6,over,1,1
12024139,1,2024,10,2024-11-07 00:00:00,19,Cincinnati,7,American,4,North,18,Baltimore,7,American,4,North,34,35,6.0,53.0,69.0,18,19,18,19,1,1,0,0,4,dog cover | favorite win,6,over,1,1
12024140,1,2024,10,2024-11-10 00:00:00,23,New York-N,6,National,5,East,6,Carolina,6,National,8,South,17,20,6.5,40.5,37.0,23,6,6,23,1,0,1,0,2,dog win and cover,5,under,2,1
12024141,1,2024,10,2024-11-10 00:00:00,11,New England,7,American,5,East,77,Chicago,6,National,4,North,19,3,6.5,38.5,22.0,77,11,11,77,0,0,0,0,2,dog win and cover,5,under,1,1
12024142,1,2024,10,2024-11-10 00:00:00,9,Buffalo,7,American,5,East,24,Indianapolis,7,American,8,South,30,20,4.0,46.5,50.0,9,24,9,24,1,0,0,0,3,favorite win and cover,6,over,1,1
12024143,1,2024,10,2024-11-10 00:00:00,14,Denver,7,American,14,West,15,Kansas City,7,American,14,West,14,16,7.5,42.0,30.0,15,14,15,14,1,1,0,0,4,dog cover | favorite win,5,under,1,1
12024144,1,2024,10,2024-11-10 00:00:00,5,Atlanta,6,National,8,South,7,New Orleans,6,National,8,South,17,20,3.5,46.5,37.0,5,7,7,5,1,1,0,0,2,dog win and cover,5,under,1,1
12024145,1,2024,10,2024-11-10 00:00:00,56,San Francisco,6,National,14,West,8,Tampa Bay,6,National,8,South,23,20,6.5,50.5,43.0,56,8,56,8,1,0,0,0,4,dog cover | favorite win,5,under,1,1
12024146,1,2024,10,2024-11-10 00:00:00,21,Pittsburgh,7,American,4,North,34,Washington,6,National,5,East,28,27,2.5,45.0,55.0,34,21,21,34,0,0,0,0,2,dog win and cover,6,over,1,1
12024147,1,2024,10,2024-11-10 00:00:00,4,Minnesota,6,National,4,North,25,Jacksonville,7,American,8,South,12,7,7.0,43.5,19.0,4,25,4,25,0,0,0,0,4,dog cover | favorite win,5,under,1,1
12024148,1,2024,10,2024-11-10 00:00:00,26,Tennessee,7,American,8,South,17,Los Angeles-A,7,American,14,West,17,27,7.5,39.0,44.0,17,26,17,26,1,0,0,0,3,favorite win and cover,6,over,1,1
12024149,1,2024,10,2024-11-10 00:00:00,1,Philadelphia,6,National,5,East,12,Dallas,6,National,5,East,34,6,7.5,43.5,40.0,1,12,1,12,1,1,0,0,3,favorite win and cover,5,under,1,1
12024150,1,2024,10,2024-11-10 00:00:00,13,New York-A,7,American,5,East,45,Arizona,6,National,14,West,6,31,2.0,46.5,37.0,13,45,45,13,0,0,0,0,2,dog win and cover,5,under,1,1
12024151,1,2024,10,2024-11-10 00:00:00,2,Detroit,6,National,4,North,22,Houston,7,American,8,South,26,23,3.5,49.5,49.0,2,22,2,22,0,0,0,0,4,dog cover | favorite win,5,under,1,1
12024152,1,2024,10,2024-11-11 00:00:00,10,Miami,7,American,5,East,76,Los Angeles-N,6,National,14,West,23,15,2.5,49.0,38.0,76,10,10,76,0,0,0,0,2,dog win and cover,5,under,1,1
12024153,1,2024,11,2024-11-14 00:00:00,34,Washington,6,National,5,East,1,Philadelphia,6,National,5,East,18,26,3.5,48.5,44.0,1,34,1,34,1,1,0,0,3,favorite win and cover,5,under,1,1
12024154,1,2024,11,2024-11-17 00:00:00,3,Green Bay,6,National,4,North,77,Chicago,6,National,4,North,20,19,5.5,40.5,39.0,3,77,3,77,1,1,0,0,4,dog cover | favorite win,5,under,1,1
12024155,1,2024,11,2024-11-17 00:00:00,25,Jacksonville,7,American,8,South,2,Detroit,6,National,4,North,6,52,13.5,47.0,58.0,2,25,2,25,0,0,0,0,3,favorite win and cover,6,over,1,1
12024156,1,2024,11,2024-11-17 00:00:00,4,Minnesota,6,National,4,North,26,Tennessee,7,American,8,South,23,13,6.0,39.5,36.0,4,26,4,26,0,0,0,0,3,favorite win and cover,5,under,1,1
12024157,1,2024,11,2024-11-17 00:00:00,16,Las Vegas,7,American,14,West,10,Miami,7,American,5,East,19,34,7.5,44.0,53.0,10,16,10,16,1,0,0,0,3,favorite win and cover,6,over,1,1
12024158,1,2024,11,2024-11-17 00:00:00,76,Los Angeles-N,6,National,14,West,11,New England,7,American,5,East,28,22,4.0,43.5,50.0,76,11,76,11,0,0,0,0,3,favorite win and cover,6,over,1,1
12024159,1,2024,11,2024-11-17 00:00:00,20,Cleveland,7,American,4,North,7,New Orleans,6,National,8,South,14,35,1.5,44.0,49.0,20,7,7,20,0,0,0,0,2,dog win and cover,6,over,1,1
12024160,1,2024,11,2024-11-17 00:00:00,18,Baltimore,7,American,4,North,21,Pittsburgh,7,American,4,North,16,18,3.0,48.5,34.0,18,21,21,18,1,1,0,0,2,dog win and cover,5,under,1,1
12024161,1,2024,11,2024-11-17 00:00:00,5,Atlanta,6,National,8,South,14,Denver,7,American,14,West,6,38,2.0,45.0,44.0,14,5,14,5,0,0,0,0,3,favorite win and cover,5,under,1,1
12024162,1,2024,11,2024-11-17 00:00:00,67,Seattle,6,National,14,West,56,San Francisco,6,National,14,West,20,17,6.0,48.0,37.0,56,67,67,56,1,1,0,0,2,dog win and cover,5,under,1,1
12024163,1,2024,11,2024-11-17 00:00:00,15,Kansas City,7,American,14,West,9,Buffalo,7,American,5,East,21,30,2.0,46.0,51.0,9,15,9,15,1,0,0,0,3,favorite win and cover,6,over,1,1
12024164,1,2024,11,2024-11-17 00:00:00,19,Cincinnati,7,American,4,North,17,Los Angeles-A,7,American,14,West,27,34,1.5,48.0,61.0,17,19,17,19,1,0,0,0,3,favorite win and cover,6,over,1,1
12024165,1,2024,11,2024-11-17 00:00:00,24,Indianapolis,7,American,8,South,13,New York-A,7,American,5,East,28,27,4.0,43.5,55.0,13,24,24,13,1,0,0,0,2,dog win and cover,6,over,1,1
12024166,1,2024,11,2024-11-18 00:00:00,22,Houston,7,American,8,South,12,Dallas,6,National,5,East,34,10,7.0,41.5,44.0,22,12,22,12,0,0,0,0,3,favorite win and cover,6,over,1,1
12024167,1,2024,12,2024-11-21 00:00:00,21,Pittsburgh,7,American,4,North,20,Cleveland,7,American,4,North,19,24,3.5,37.0,43.0,21,20,20,21,1,1,0,0,2,dog win and cover,6,over,1,1
12024168,1,2024,12,2024-11-24 00:00:00,4,Minnesota,6,National,4,North,77,Chicago,6,National,4,North,30,27,3.5,39.5,57.0,4,77,4,77,1,1,1,0,4,dog cover | favorite win,6,over,1,1
12024169,1,2024,12,2024-11-24 00:00:00,2,Detroit,6,National,4,North,24,Indianapolis,7,American,8,South,24,6,7.5,50.5,30.0,2,24,2,24,0,0,0,0,3,favorite win and cover,5,under,1,1
12024170,1,2024,12,2024-11-24 00:00:00,11,New England,7,American,5,East,10,Miami,7,American,5,East,15,34,7.5,46.0,49.0,10,11,10,11,1,1,0,0,3,favorite win and cover,6,over,1,1
12024171,1,2024,12,2024-11-24 00:00:00,8,Tampa Bay,6,National,8,South,23,New York-N,6,National,5,East,30,7,6.0,41.5,37.0,8,23,8,23,1,0,0,0,3,favorite win and cover,5,under,1,1
12024172,1,2024,12,2024-11-24 00:00:00,12,Dallas,6,National,5,East,34,Washington,6,National,5,East,34,26,10.5,45.0,60.0,34,12,12,34,1,1,0,0,2,dog win and cover,6,over,1,1
12024173,1,2024,12,2024-11-24 00:00:00,15,Kansas City,7,American,14,West,6,Carolina,6,National,8,South,30,27,11.0,43.0,57.0,15,6,15,6,0,0,0,0,4,dog cover | favorite win,6,over,1,1
12024174,1,2024,12,2024-11-24 00:00:00,26,Tennessee,7,American,8,South,22,Houston,7,American,8,South,32,27,8.0,40.5,59.0,22,26,26,22,1,1,0,0,2,dog win and cover,6,over,1,1
12024175,1,2024,12,2024-11-24 00:00:00,14,Denver,7,American,14,West,16,Las Vegas,7,American,14,West,29,19,6.0,41.0,48.0,14,16,14,16,1,1,0,0,3,favorite win and cover,6,over,1,1
12024176,1,2024,12,2024-11-24 00:00:00,56,San Francisco,6,National,14,West,3,Green Bay,6,National,4,North,10,38,3.0,46.5,48.0,3,56,3,56,1,0,0,0,3,favorite win and cover,6,over,1,1
12024177,1,2024,12,2024-11-24 00:00:00,45,Arizona,6,National,14,West,67,Seattle,6,National,14,West,6,16,1.0,47.5,22.0,45,67,67,45,1,1,0,0,2,dog win and cover,5,under,1,1
12024178,1,2024,12,2024-11-24 00:00:00,1,Philadelphia,6,National,5,East,76,Los Angeles-N,6,National,14,West,37,20,3.0,49.0,57.0,1,76,1,76,1,0,0,0,3,favorite win and cover,6,over,1,1
12024179,1,2024,12,2024-11-25 00:00:00,18,Baltimore,7,American,4,North,17,Los Angeles-A,7,American,14,West,30,23,2.5,50.5,53.0,18,17,18,17,1,0,0,0,3,favorite win and cover,6,over,1,1
12024180,1,2024,13,2024-11-28 00:00:00,77,Chicago,6,National,4,North,2,Detroit,6,National,4,North,20,23,10.0,48.5,43.0,2,77,2,77,1,1,0,0,4,dog cover | favorite win,5,under,1,1
12024181,1,2024,13,2024-11-28 00:00:00,23,New York-N,6,National,5,East,12,Dallas,6,National,5,East,20,27,3.5,37.0,47.0,12,23,12,23,1,1,0,0,3,favorite win and cover,6,over,1,1
12024182,1,2024,13,2024-11-28 00:00:00,10,Miami,7,American,5,East,3,Green Bay,6,National,4,North,17,30,3.0,47.0,47.0,3,10,3,10,0,0,0,0,3,favorite win and cover,0,push,1,1
12024183,1,2024,13,2024-11-29 00:00:00,16,Las Vegas,7,American,14,West,15,Kansas City,7,American,14,West,17,19,12.0,42.5,36.0,15,16,15,16,1,1,0,0,4,dog cover | favorite win,5,under,1,1
12024184,1,2024,13,2024-12-01 00:00:00,17,Los Angeles-A,7,American,14,West,5,Atlanta,6,National,8,South,17,13,1.0,47.0,30.0,17,5,17,5,0,0,0,0,3,favorite win and cover,5,under,1,1
12024185,1,2024,13,2024-12-01 00:00:00,21,Pittsburgh,7,American,4,North,19,Cincinnati,7,American,4,North,44,38,3.0,46.0,82.0,19,21,21,19,1,1,0,0,2,dog win and cover,6,over,1,1
12024186,1,2024,13,2024-12-01 00:00:00,45,Arizona,6,National,14,West,4,Minnesota,6,National,4,North,22,23,3.5,45.0,45.0,4,45,4,45,1,0,0,0,4,dog cover | favorite win,0,push,1,1
12024187,1,2024,13,2024-12-01 00:00:00,24,Indianapolis,7,American,8,South,11,New England,7,American,5,East,25,24,2.5,42.5,49.0,24,11,24,11,1,0,0,0,4,dog cover | favorite win,6,over,1,1
12024188,1,2024,13,2024-12-01 00:00:00,67,Seattle,6,National,14,West,13,New York-A,7,American,5,East,26,21,1.0,42.0,47.0,13,67,67,13,0,0,0,0,2,dog win and cover,6,over,1,1
12024189,1,2024,13,2024-12-01 00:00:00,26,Tennessee,7,American,8,South,34,Washington,6,National,5,East,19,42,6.0,44.5,61.0,34,26,34,26,0,0,0,0,3,favorite win and cover,6,over,1,1
12024190,1,2024,13,2024-12-01 00:00:00,22,Houston,7,American,8,South,25,Jacksonville,7,American,8,South,23,20,3.5,45.0,43.0,22,25,22,25,1,1,0,0,4,dog cover | favorite win,5,under,1,1
12024191,1,2024,13,2024-12-01 00:00:00,76,Los Angeles-N,6,National,14,West,7,New Orleans,6,National,8,South,21,14,2.5,49.0,35.0,76,7,76,7,1,0,0,0,3,favorite win and cover,5,under,1,1
12024192,1,2024,13,2024-12-01 00:00:00,8,Tampa Bay,6,National,8,South,6,Carolina,6,National,8,South,26,23,6.5,46.5,49.0,8,6,8,6,1,1,1,0,4,dog cover | favorite win,6,over,1,1
12024193,1,2024,13,2024-12-01 00:00:00,1,Philadelphia,6,National,5,East,18,Baltimore,7,American,4,North,24,19,3.0,51.0,43.0,18,1,1,18,0,0,0,0,2,dog win and cover,5,under,1,1
12024194,1,2024,13,2024-12-01 00:00:00,56,San Francisco,6,National,14,West,9,Buffalo,7,American,5,East,10,35,6.5,44.5,45.0,9,56,9,56,0,0,0,0,3,favorite win and cover,6,over,1,1
12024195,1,2024,13,2024-12-02 00:00:00,20,Cleveland,7,American,4,North,14,Denver,7,American,14,West,32,41,6.0,42.0,73.0,14,20,14,20,1,0,0,0,3,favorite win and cover,6,over,1,1
12024196,1,2024,14,2024-12-05 00:00:00,3,Green Bay,6,National,4,North,2,Detroit,6,National,4,North,31,34,3.5,51.5,65.0,2,3,2,3,1,1,0,0,4,dog cover | favorite win,6,over,1,1
12024197,1,2024,14,2024-12-08 00:00:00,25,Jacksonville,7,American,8,South,26,Tennessee,7,American,8,South,10,6,3.5,40.0,16.0,26,25,25,26,1,1,0,0,2,dog win and cover,5,under,1,1
12024198,1,2024,14,2024-12-08 00:00:00,13,New York-A,7,American,5,East,10,Miami,7,American,5,East,26,32,6.5,45.0,58.0,10,13,10,13,1,1,1,0,4,dog cover | favorite win,6,over,1,1
12024199,1,2024,14,2024-12-08 00:00:00,5,Atlanta,6,National,8,South,4,Minnesota,6,National,4,North,21,42,6.0,45.5,63.0,4,5,4,5,1,0,0,0,3,favorite win and cover,6,over,1,1
12024200,1,2024,14,2024-12-08 00:00:00,7,New Orleans,6,National,8,South,23,New York-N,6,National,5,East,14,11,5.0,41.0,25.0,7,23,7,23,1,0,0,0,4,dog cover | favorite win,5,under,1,1
12024201,1,2024,14,2024-12-08 00:00:00,6,Carolina,6,National,8,South,1,Philadelphia,6,National,5,East,16,22,13.5,45.0,38.0,1,6,1,6,1,0,0,0,4,dog cover | favorite win,5,under,1,1
12024202,1,2024,14,2024-12-08 00:00:00,20,Cleveland,7,American,4,North,21,Pittsburgh,7,American,4,North,14,27,7.0,43.5,41.0,21,20,21,20,1,1,0,0,3,favorite win and cover,5,under,1,1
12024203,1,2024,14,2024-12-08 00:00:00,16,Las Vegas,7,American,14,West,8,Tampa Bay,6,National,8,South,13,28,6.5,46.5,41.0,8,16,8,16,0,0,0,0,3,favorite win and cover,5,under,1,1
12024204,1,2024,14,2024-12-08 00:00:00,67,Seattle,6,National,14,West,45,Arizona,6,National,14,West,30,18,2.5,44.5,48.0,45,67,67,45,1,1,0,0,2,dog win and cover,6,over,1,1
12024205,1,2024,14,2024-12-08 00:00:00,9,Buffalo,7,American,5,East,76,Los Angeles-N,6,National,14,West,42,44,3.5,49.5,86.0,9,76,76,9,0,0,0,0,2,dog win and cover,6,over,1,1
12024206,1,2024,14,2024-12-08 00:00:00,77,Chicago,6,National,4,North,56,San Francisco,6,National,14,West,13,38,3.0,44.0,51.0,56,77,56,77,1,0,0,0,3,favorite win and cover,6,over,1,1
12024207,1,2024,14,2024-12-08 00:00:00,17,Los Angeles-A,7,American,14,West,15,Kansas City,7,American,14,West,17,19,4.0,43.0,36.0,15,17,15,17,1,1,0,0,4,dog cover | favorite win,5,under,1,1
12024208,1,2024,14,2024-12-09 00:00:00,19,Cincinnati,7,American,4,North,12,Dallas,6,National,5,East,27,20,4.5,50.5,47.0,19,12,19,12,0,0,0,0,3,favorite win and cover,5,under,1,1
12024209,1,2024,15,2024-12-12 00:00:00,76,Los Angeles-N,6,National,14,West,56,San Francisco,6,National,14,West,12,6,3.0,49.0,18.0,56,76,76,56,1,1,0,0,2,dog win and cover,5,under,1,1
12024210,1,2024,15,2024-12-15 00:00:00,15,Kansas City,7,American,14,West,20,Cleveland,7,American,4,North,21,7,4.0,43.0,28.0,15,20,15,20,1,0,0,0,3,favorite win and cover,5,under,1,1
12024211,1,2024,15,2024-12-15 00:00:00,19,Cincinnati,7,American,4,North,26,Tennessee,7,American,8,South,37,27,5.0,46.5,64.0,19,26,19,26,1,0,0,0,3,favorite win and cover,6,over,1,1
12024212,1,2024,15,2024-12-15 00:00:00,34,Washington,6,National,5,East,7,New Orleans,6,National,8,South,20,19,7.5,43.5,39.0,34,7,34,7,1,0,0,0,4,dog cover | favorite win,5,under,1,1
12024213,1,2024,15,2024-12-15 00:00:00,18,Baltimore,7,American,4,North,23,New York-N,6,National,5,East,35,14,16.0,43.0,49.0,18,23,18,23,0,0,0,0,3,favorite win and cover,6,over,1,1
12024214,1,2024,15,2024-12-15 00:00:00,12,Dallas,6,National,5,East,6,Carolina,6,National,8,South,30,14,3.0,43.0,44.0,6,12,12,6,1,0,0,0,2,dog win and cover,6,over,1,1
12024215,1,2024,15,2024-12-15 00:00:00,13,New York-A,7,American,5,East,25,Jacksonville,7,American,8,South,32,25,3.5,40.5,57.0,13,25,13,25,1,0,0,0,3,favorite win and cover,6,over,1,1
12024216,1,2024,15,2024-12-15 00:00:00,10,Miami,7,American,5,East,22,Houston,7,American,8,South,12,20,3.0,47.0,32.0,22,10,22,10,1,0,0,0,3,favorite win and cover,5,under,1,1
12024217,1,2024,15,2024-12-15 00:00:00,24,Indianapolis,7,American,8,South,14,Denver,7,American,14,West,13,31,4.0,44.0,44.0,14,24,14,24,1,0,0,0,3,favorite win and cover,0,push,1,1
12024218,1,2024,15,2024-12-15 00:00:00,9,Buffalo,7,American,5,East,2,Detroit,6,National,4,North,48,42,2.5,54.5,90.0,2,9,9,2,0,0,0,0,2,dog win and cover,6,over,1,1
12024219,1,2024,15,2024-12-15 00:00:00,21,Pittsburgh,7,American,4,North,1,Philadelphia,6,National,5,East,13,27,5.5,43.0,40.0,1,21,1,21,0,0,0,0,3,favorite win and cover,5,under,1,1
12024220,1,2024,15,2024-12-15 00:00:00,11,New England,7,American,5,East,45,Arizona,6,National,14,West,17,30,6.0,46.0,47.0,45,11,45,11,0,0,0,0,3,favorite win and cover,6,over,1,1
12024221,1,2024,15,2024-12-15 00:00:00,8,Tampa Bay,6,National,8,South,17,Los Angeles-A,7,American,14,West,40,17,3.0,45.5,57.0,17,8,8,17,0,0,0,0,2,dog win and cover,6,over,1,1
12024222,1,2024,15,2024-12-15 00:00:00,3,Green Bay,6,National,4,North,67,Seattle,6,National,14,West,30,13,2.5,46.0,43.0,3,67,3,67,1,0,0,0,3,favorite win and cover,5,under,1,1
12024223,1,2024,15,2024-12-16 00:00:00,77,Chicago,6,National,4,North,4,Minnesota,6,National,4,North,12,30,7.0,44.0,42.0,4,77,4,77,1,1,0,0,3,favorite win and cover,5,under,1,1
12024224,1,2024,15,2024-12-16 00:00:00,5,Atlanta,6,National,8,South,16,Las Vegas,7,American,14,West,15,9,5.5,44.5,24.0,5,16,5,16,0,0,0,0,3,favorite win and cover,5,under,1,1
12024225,1,2024,16,2024-12-22 00:00:00,20,Cleveland,7,American,4,North,19,Cincinnati,7,American,4,North,6,24,7.0,49.5,30.0,19,20,19,20,1,1,0,0,3,favorite win and cover,5,under,1,1
12024226,1,2024,16,2024-12-21 00:00:00,22,Houston,7,American,8,South,15,Kansas City,7,American,14,West,19,27,3.5,42.5,46.0,15,22,15,22,1,0,0,0,3,favorite win and cover,6,over,1,1
12024227,1,2024,16,2024-12-21 00:00:00,21,Pittsburgh,7,American,4,North,18,Baltimore,7,American,4,North,17,34,6.5,44.5,51.0,18,21,18,21,1,1,0,0,3,favorite win and cover,6,over,1,1
12024228,1,2024,16,2024-12-22 00:00:00,23,New York-N,6,National,5,East,5,Atlanta,6,National,8,South,7,34,10.0,42.5,41.0,5,23,5,23,1,0,0,0,3,favorite win and cover,5,under,1,1
12024229,1,2024,16,2024-12-22 00:00:00,11,New England,7,American,5,East,9,Buffalo,7,American,5,East,21,24,14.0,46.5,45.0,11,9,9,11,1,1,0,0,2,dog win and cover,5,under,1,1
12024230,1,2024,16,2024-12-22 00:00:00,2,Detroit,6,National,4,North,77,Chicago,6,National,4,North,34,17,7.5,46.5,51.0,2,77,2,77,1,1,0,0,3,favorite win and cover,6,over,1,1
12024231,1,2024,16,2024-12-22 00:00:00,26,Tennessee,7,American,8,South,24,Indianapolis,7,American,8,South,30,38,4.5,42.5,68.0,24,26,24,26,1,1,0,0,3,favorite win and cover,6,over,1,1
12024232,1,2024,16,2024-12-22 00:00:00,76,Los Angeles-N,6,National,14,West,13,New York-A,7,American,5,East,19,9,3.0,47.5,28.0,76,13,76,13,0,0,0,0,3,favorite win and cover,5,under,1,1
12024233,1,2024,16,2024-12-22 00:00:00,1,Philadelphia,6,National,5,East,34,Washington,6,National,5,East,33,36,4.0,46.5,69.0,1,34,34,1,1,1,0,0,2,dog win and cover,6,over,1,1
12024234,1,2024,16,2024-12-22 00:00:00,45,Arizona,6,National,14,West,6,Carolina,6,National,8,South,30,36,4.5,46.5,66.0,45,6,6,45,1,0,1,0,2,dog win and cover,6,over,1,1
12024235,1,2024,16,2024-12-19 00:00:00,14,Denver,7,American,14,West,17,Los Angeles-A,7,American,14,West,27,34,2.5,41.5,61.0,17,14,17,14,1,1,0,0,3,favorite win and cover,6,over,1,1
12024236,1,2024,16,2024-12-22 00:00:00,4,Minnesota,6,National,4,North,67,Seattle,6,National,14,West,27,24,4.5,0.0,51.0,4,67,4,67,1,0,0,0,4,dog cover | favorite win,6,over,1,1
12024237,1,2024,16,2024-12-22 00:00:00,25,Jacksonville,7,American,8,South,16,Las Vegas,7,American,14,West,14,19,1.5,39.5,33.0,16,25,16,25,1,0,0,0,3,favorite win and cover,5,under,1,1
12024238,1,2024,16,2024-12-22 00:00:00,56,San Francisco,6,National,14,West,10,Miami,7,American,5,East,17,29,2.5,46.5,46.0,10,56,10,56,0,0,0,0,3,favorite win and cover,5,under,1,1
12024239,1,2024,16,2024-12-22 00:00:00,8,Tampa Bay,6,National,8,South,12,Dallas,6,National,5,East,24,26,4.5,48.5,50.0,8,12,12,8,1,0,0,0,2,dog win and cover,6,over,1,1
12024240,1,2024,16,2024-12-23 00:00:00,7,New Orleans,6,National,8,South,3,Green Bay,6,National,4,North,0,34,14.0,42.5,34.0,3,7,3,7,1,0,0,0,3,favorite win and cover,5,under,1,1
12024241,1,2024,17,2024-12-25 00:00:00,15,Kansas City,7,American,14,West,21,Pittsburgh,7,American,4,North,29,10,2.5,42.5,39.0,15,21,15,21,1,0,0,0,3,favorite win and cover,5,under,1,1
12024242,1,2024,17,2024-12-25 00:00:00,18,Baltimore,7,American,4,North,22,Houston,7,American,8,South,31,2,4.0,47.5,33.0,18,22,18,22,1,0,0,0,3,favorite win and cover,5,under,1,1
12024243,1,2024,17,2024-12-26 00:00:00,67,Seattle,6,National,14,West,77,Chicago,6,National,4,North,6,3,3.5,42.5,9.0,67,77,67,77,1,0,0,0,4,dog cover | favorite win,5,under,1,1
12024244,1,2024,17,2024-12-28 00:00:00,14,Denver,7,American,14,West,19,Cincinnati,7,American,4,North,24,30,3.5,50.0,54.0,19,14,19,14,1,0,1,0,3,favorite win and cover,6,over,1,1
12024245,1,2024,17,2024-12-28 00:00:00,45,Arizona,6,National,14,West,76,Los Angeles-N,6,National,14,West,9,13,6.5,47.5,22.0,76,45,76,45,1,1,0,0,4,dog cover | favorite win,5,under,1,1
12024246,1,2024,17,2024-12-28 00:00:00,17,Los Angeles-A,7,American,14,West,11,New England,7,American,5,East,40,7,6.0,42.5,47.0,17,11,17,11,1,0,0,0,3,favorite win and cover,6,over,1,1
12024247,1,2024,17,2024-12-29 00:00:00,24,Indianapolis,7,American,8,South,23,New York-N,6,National,5,East,33,45,7.5,40.5,78.0,24,23,23,24,0,0,0,0,2,dog win and cover,6,over,1,1
12024248,1,2024,17,2024-12-29 00:00:00,5,Atlanta,6,National,8,South,34,Washington,6,National,5,East,24,30,3.5,46.5,54.0,34,5,34,5,1,0,1,0,3,favorite win and cover,6,over,1,1
12024249,1,2024,17,2024-12-29 00:00:00,13,New York-A,7,American,5,East,9,Buffalo,7,American,5,East,14,40,10.0,46.0,54.0,9,13,9,13,1,1,0,0,3,favorite win and cover,6,over,1,1
12024250,1,2024,17,2024-12-29 00:00:00,3,Green Bay,6,National,4,North,4,Minnesota,6,National,4,North,25,27,1.0,49.0,52.0,4,3,4,3,1,1,0,0,3,favorite win and cover,6,over,1,1
12024251,1,2024,17,2024-12-29 00:00:00,16,Las Vegas,7,American,14,West,7,New Orleans,6,National,8,South,25,10,2.0,37.5,35.0,16,7,16,7,0,0,0,0,3,favorite win and cover,5,under,1,1
12024252,1,2024,17,2024-12-29 00:00:00,6,Carolina,6,National,8,South,8,Tampa Bay,6,National,8,South,14,48,9.0,48.0,62.0,8,6,8,6,1,1,0,0,3,favorite win and cover,6,over,1,1
12024253,1,2024,17,2024-12-29 00:00:00,26,Tennessee,7,American,8,South,25,Jacksonville,7,American,8,South,13,20,1.0,39.0,33.0,25,26,25,26,1,1,0,0,3,favorite win and cover,5,under,1,1
